timestamp,crop_id,soil_type,seedling_stage,moi,temp,humidity,result
2025-09-08 10:59:48.736596736,Wheat,Black Soil,Germination,39,41,40.0,2
2025-09-08 11:12:35.994789376,Wheat,Black Soil,Germination,40,42,37.5,2
2025-09-08 11:14:17.385698560,Wheat,Black Soil,Germination,41,43,35.0,0
2025-09-08 11:16:29.589990656,Wheat,Black Soil,Germination,42,44,32.5,0
2025-09-08 11:49:39.171641600,Wheat,Black Soil,Germination,43,45,30.0,0
2025-09-08 12:08:57.042945792,Wheat,Black Soil,Germination,44,46,27.5,0
2025-09-08 12:37:51.394658048,Wheat,Black Soil,Germination,45,25,80.0,0
2025-09-08 12:50:27.944715264,Wheat,Black Soil,Germination,46,26,77.3,0
2025-09-08 13:00:57.770476288,Wheat,Black Soil,Germination,47,27,74.6,0
2025-09-08 13:01:10.409267456,Wheat,Black Soil,Germination,48,28,71.9,0
2025-09-08 13:04:45.770399744,Wheat,Black Soil,Germination,49,29,69.2,0
2025-09-08 13:05:47.412209408,Wheat,Black Soil,Germination,50,30,66.5,0
2025-09-08 13:08:50.331442944,Wheat,Black Soil,Germination,51,31,63.8,0
2025-09-08 13:11:38.223351808,Wheat,Black Soil,Germination,52,32,61.1,0
2025-09-08 13:23:19.387764992,Wheat,Black Soil,Germination,53,33,58.4,0
2025-09-08 13:46:37.420271616,Wheat,Black Soil,Germination,54,34,55.7,0
2025-09-08 13:54:11.910209024,Wheat,Black Soil,Germination,55,35,53.0,0
2025-09-08 14:13:52.459459072,Wheat,Black Soil,Germination,56,36,50.3,0
2025-09-08 14:14:37.176156416,Wheat,Black Soil,Germination,57,37,47.6,0
2025-09-08 14:21:25.226967808,Wheat,Black Soil,Germination,58,38,44.9,0
2025-09-08 14:24:15.111785216,Wheat,Black Soil,Germination,59,39,42.2,0
2025-09-08 14:32:45.855838720,Wheat,Black Soil,Germination,60,40,39.5,0
2025-09-08 14:34:40.550809856,Wheat,Black Soil,Germination,61,41,36.8,0
2025-09-08 14:50:11.581905152,Wheat,Black Soil,Germination,62,42,34.1,0
2025-09-08 14:56:39.169426176,Wheat,Black Soil,Germination,63,43,31.4,0
2025-09-08 15:37:48.337673984,Wheat,Black Soil,Germination,64,44,28.7,0
2025-09-08 15:59:37.980961792,Wheat,Black Soil,Germination,65,45,26.0,0
2025-09-08 16:43:46.943854336,Wheat,Black Soil,Germination,66,46,23.3,0
2025-09-08 16:50:16.262827008,Wheat,Black Soil,Germination,67,25,80.0,0
2025-09-08 17:07:40.725746432,Wheat,Black Soil,Germination,68,26,78.0,0
2025-09-08 17:47:38.797317888,Wheat,Black Soil,Germination,69,27,76.0,0
2025-09-08 18:05:50.506771712,Wheat,Black Soil,Germination,70,28,74.0,0
2025-09-08 18:33:54.599524352,Wheat,Black Soil,Germination,71,29,72.0,0
2025-09-08 18:41:33.683710976,Wheat,Black Soil,Germination,72,30,70.0,0
2025-09-08 18:44:59.368615168,Wheat,Black Soil,Germination,73,31,68.0,0
2025-09-08 18:53:52.137946368,Wheat,Black Soil,Germination,74,32,66.0,0
2025-09-08 19:19:22.717715200,Wheat,Black Soil,Germination,75,33,64.0,0
2025-09-08 19:20:13.312216832,Wheat,Black Soil,Germination,76,34,62.0,0
2025-09-08 19:40:38.411594496,Wheat,Black Soil,Germination,77,35,60.0,0
2025-09-08 19:59:27.276855040,Wheat,Black Soil,Germination,78,36,58.0,0
2025-09-08 20:11:08.758377984,Wheat,Black Soil,Germination,79,37,56.0,0
2025-09-08 20:21:01.135043328,Wheat,Black Soil,Germination,80,38,54.0,0
2025-09-08 20:24:13.566846976,Wheat,Black Soil,Germination,81,39,52.0,0
2025-09-08 20:35:25.462265088,Wheat,Black Soil,Germination,82,40,50.0,0
2025-09-08 20:54:22.555928576,Wheat,Black Soil,Germination,83,41,48.0,0
2025-09-08 21:09:09.453182720,Wheat,Black Soil,Germination,84,42,46.0,0
2025-09-08 21:20:56.491236096,Wheat,Black Soil,Germination,85,43,44.0,0
2025-09-08 21:40:55.064339968,Wheat,Black Soil,Germination,86,44,42.0,0
2025-09-08 21:41:35.362627328,Wheat,Black Soil,Germination,87,45,40.0,0
2025-09-08 21:51:33.440538112,Wheat,Black Soil,Germination,88,46,38.0,0
2025-09-08 21:56:33.592777984,Wheat,Black Soil,Germination,89,25,80.0,0
2025-09-08 21:56:48.411062528,Wheat,Black Soil,Germination,90,26,78.0,0
2025-09-08 22:02:08.985176320,Wheat,Black Soil,Germination,91,27,76.0,0
2025-09-08 22:26:06.721464320,Wheat,Black Soil,Germination,92,28,74.0,0
2025-09-08 22:34:29.447677696,Wheat,Black Soil,Germination,93,29,72.0,0
2025-09-08 22:56:37.321479424,Wheat,Black Soil,Germination,94,30,70.0,0
2025-09-08 23:05:04.401455616,Wheat,Black Soil,Germination,95,31,68.0,0
2025-09-08 23:45:58.380466432,Wheat,Black Soil,Germination,96,32,66.0,0
2025-09-08 23:54:11.728593920,Wheat,Black Soil,Germination,97,33,64.0,0
2025-09-09 00:12:36.010809088,Wheat,Black Soil,Germination,98,34,62.0,0
2025-09-09 00:27:38.435641600,Wheat,Black Soil,Germination,99,35,60.0,0
2025-09-09 00:36:04.480158976,Wheat,Black Soil,Germination,100,36,58.0,0
2025-09-09 00:53:41.828659712,Wheat,Black Soil,Seedling Stage,1,37,56.0,1
2025-09-09 01:00:42.097791232,Wheat,Black Soil,Seedling Stage,2,38,54.0,1
2025-09-09 01:15:30.170666752,Wheat,Black Soil,Seedling Stage,3,39,52.0,1
2025-09-09 01:32:53.574204928,Wheat,Black Soil,Seedling Stage,4,40,50.0,1
2025-09-09 02:15:55.718795264,Wheat,Black Soil,Seedling Stage,5,41,48.0,1
2025-09-09 02:16:10.398112512,Wheat,Black Soil,Seedling Stage,6,42,46.0,1
2025-09-09 02:28:07.165373952,Wheat,Black Soil,Seedling Stage,7,43,44.0,1
2025-09-09 02:28:35.611830784,Wheat,Black Soil,Seedling Stage,8,44,42.0,1
2025-09-09 02:32:00.116151296,Wheat,Black Soil,Seedling Stage,9,45,40.0,1
2025-09-09 02:43:01.797710336,Wheat,Black Soil,Seedling Stage,10,46,38.0,1
2025-09-09 02:53:13.101745664,Wheat,Black Soil,Seedling Stage,11,25,80.0,1
2025-09-09 02:54:36.964850432,Wheat,Black Soil,Seedling Stage,12,26,77.0,1
2025-09-09 04:00:00.295710976,Wheat,Black Soil,Seedling Stage,13,27,74.0,1
2025-09-09 04:05:40.484468224,Wheat,Black Soil,Seedling Stage,14,28,71.0,1
2025-09-09 04:08:07.567792640,Wheat,Black Soil,Seedling Stage,15,29,68.0,1
2025-09-09 04:23:43.535059200,Wheat,Black Soil,Seedling Stage,16,30,65.0,1
2025-09-09 04:30:37.563133952,Wheat,Black Soil,Seedling Stage,17,31,62.0,1
2025-09-09 04:43:36.913780480,Wheat,Black Soil,Seedling Stage,18,32,59.0,1
2025-09-09 05:18:00.908741376,Wheat,Black Soil,Seedling Stage,19,33,56.0,1
2025-09-09 05:20:38.115704064,Wheat,Black Soil,Seedling Stage,20,34,53.0,1
2025-09-09 05:22:48.976161536,Wheat,Black Soil,Seedling Stage,21,35,50.0,1
2025-09-09 05:51:22.217047040,Wheat,Black Soil,Seedling Stage,22,36,47.0,1
2025-09-09 05:57:20.812774656,Wheat,Black Soil,Seedling Stage,23,37,44.0,1
2025-09-09 05:58:34.245558016,Wheat,Black Soil,Seedling Stage,24,38,41.0,1
2025-09-09 06:21:25.023406848,Wheat,Black Soil,Seedling Stage,25,39,38.0,1
2025-09-09 06:30:11.974360320,Wheat,Black Soil,Seedling Stage,26,40,35.0,1
2025-09-09 06:31:01.100589056,Wheat,Black Soil,Seedling Stage,27,41,32.0,1
2025-09-09 06:47:20.919124736,Wheat,Black Soil,Seedling Stage,28,42,29.0,1
2025-09-09 07:08:48.916921344,Wheat,Black Soil,Seedling Stage,29,43,26.0,1
2025-09-09 07:11:57.987118080,Wheat,Black Soil,Seedling Stage,30,44,23.0,1
2025-09-09 07:22:00.052926720,Wheat,Black Soil,Seedling Stage,31,45,20.0,1
2025-09-09 08:20:40.499275008,Wheat,Black Soil,Seedling Stage,32,46,17.0,1
2025-09-09 08:23:35.188619520,Wheat,Black Soil,Seedling Stage,33,25,80.0,1
2025-09-09 08:45:09.670838784,Wheat,Black Soil,Seedling Stage,34,26,77.0,1
2025-09-09 09:13:42.629108224,Wheat,Black Soil,Seedling Stage,35,27,74.0,1
2025-09-09 09:32:46.276733952,Wheat,Black Soil,Seedling Stage,36,28,71.0,1
2025-09-09 09:35:42.866052864,Wheat,Black Soil,Seedling Stage,37,29,68.0,1
2025-09-09 09:46:28.237086976,Wheat,Black Soil,Seedling Stage,38,30,65.0,1
2025-09-09 09:53:48.246262784,Wheat,Black Soil,Seedling Stage,39,31,62.0,1
2025-09-09 10:06:34.734472192,Wheat,Black Soil,Seedling Stage,40,32,59.0,2
2025-09-09 10:59:55.457929216,Wheat,Black Soil,Seedling Stage,41,33,56.0,2
2025-09-09 11:26:09.201634560,Wheat,Black Soil,Seedling Stage,42,34,53.0,2
2025-09-09 11:37:29.125796352,Wheat,Black Soil,Seedling Stage,43,35,50.0,2
2025-09-09 11:57:23.375902208,Wheat,Black Soil,Seedling Stage,44,36,47.0,2
2025-09-09 12:02:46.648322048,Wheat,Black Soil,Seedling Stage,45,37,44.0,2
2025-09-09 12:10:32.095899648,Wheat,Black Soil,Seedling Stage,46,38,41.0,2
2025-09-09 12:19:14.828781056,Wheat,Black Soil,Seedling Stage,47,39,38.0,2
2025-09-09 12:44:07.593619712,Wheat,Black Soil,Seedling Stage,48,40,35.0,2
2025-09-09 12:56:20.580937984,Wheat,Black Soil,Seedling Stage,49,41,32.0,2
2025-09-09 13:16:17.876739840,Wheat,Black Soil,Seedling Stage,50,42,29.0,2
2025-09-09 13:19:48.202752512,Wheat,Black Soil,Seedling Stage,51,43,26.0,0
2025-09-09 13:22:53.257620736,Wheat,Black Soil,Seedling Stage,52,44,23.0,0
2025-09-09 13:24:38.705261824,Wheat,Black Soil,Seedling Stage,53,45,20.0,0
2025-09-09 13:50:27.754950144,Wheat,Black Soil,Seedling Stage,54,46,17.0,0
2025-09-09 13:58:13.600445952,Wheat,Black Soil,Seedling Stage,55,25,80.0,0
2025-09-09 14:03:02.186644992,Wheat,Black Soil,Seedling Stage,56,26,77.0,0
2025-09-09 14:39:23.550518272,Wheat,Black Soil,Seedling Stage,57,27,74.0,0
2025-09-09 14:43:54.043564800,Wheat,Black Soil,Seedling Stage,58,28,71.0,0
2025-09-09 14:46:37.864234496,Wheat,Black Soil,Seedling Stage,59,29,68.0,0
2025-09-09 14:57:01.850436864,Wheat,Black Soil,Seedling Stage,60,30,65.0,0
2025-09-09 15:14:57.819891456,Wheat,Black Soil,Seedling Stage,61,31,62.0,0
2025-09-09 15:20:46.409288192,Wheat,Black Soil,Seedling Stage,62,32,59.0,0
2025-09-09 15:25:49.390260736,Wheat,Black Soil,Seedling Stage,63,33,56.0,0
2025-09-09 15:40:47.847095040,Wheat,Black Soil,Seedling Stage,64,34,53.0,0
2025-09-09 15:42:10.740823296,Wheat,Black Soil,Seedling Stage,65,35,50.0,0
2025-09-09 15:54:02.978586880,Wheat,Black Soil,Seedling Stage,66,36,47.0,0
2025-09-09 15:56:43.845242880,Wheat,Black Soil,Seedling Stage,67,37,44.0,0
2025-09-09 16:21:46.002983936,Wheat,Black Soil,Seedling Stage,68,38,41.0,0
2025-09-09 16:24:15.426017280,Wheat,Black Soil,Seedling Stage,69,39,38.0,0
2025-09-09 16:50:33.499916800,Wheat,Black Soil,Seedling Stage,70,40,35.0,0
2025-09-09 17:39:47.356704256,Wheat,Black Soil,Seedling Stage,71,41,32.0,0
2025-09-09 18:00:06.285980416,Wheat,Black Soil,Seedling Stage,72,42,29.0,0
2025-09-09 18:05:42.959268608,Wheat,Black Soil,Seedling Stage,73,43,26.0,0
2025-09-09 18:08:45.617672704,Wheat,Black Soil,Seedling Stage,74,44,23.0,0
2025-09-09 18:46:49.532440320,Wheat,Black Soil,Seedling Stage,75,45,20.0,0
2025-09-09 19:39:08.133783808,Wheat,Black Soil,Seedling Stage,76,46,17.0,0
2025-09-09 19:47:05.302003712,Wheat,Black Soil,Seedling Stage,77,25,80.0,0
2025-09-09 19:47:08.186179840,Wheat,Black Soil,Seedling Stage,78,26,77.3,0
2025-09-09 20:01:02.522526208,Wheat,Black Soil,Seedling Stage,79,27,74.6,0
2025-09-09 20:11:46.490027264,Wheat,Black Soil,Seedling Stage,80,28,71.9,0
2025-09-09 20:12:07.484049152,Wheat,Black Soil,Seedling Stage,81,29,69.2,0
2025-09-09 20:25:11.051356672,Wheat,Black Soil,Seedling Stage,82,30,66.5,0
2025-09-09 20:39:41.700694784,Wheat,Black Soil,Seedling Stage,83,31,63.8,0
2025-09-09 20:42:05.947321600,Wheat,Black Soil,Seedling Stage,84,32,61.1,0
2025-09-09 20:52:43.321516032,Wheat,Black Soil,Seedling Stage,85,33,58.4,0
2025-09-09 21:04:18.652284672,Wheat,Black Soil,Seedling Stage,86,34,55.7,0
2025-09-09 21:09:49.093927424,Wheat,Black Soil,Seedling Stage,87,35,53.0,0
2025-09-09 21:15:56.705457664,Wheat,Black Soil,Seedling Stage,88,36,50.3,0
2025-09-09 22:06:42.484734720,Wheat,Black Soil,Seedling Stage,89,37,47.6,0
2025-09-09 22:08:23.525941760,Wheat,Black Soil,Seedling Stage,90,38,44.9,0
2025-09-09 22:41:49.006392576,Wheat,Black Soil,Seedling Stage,91,39,42.2,0
2025-09-09 22:46:08.803993600,Wheat,Black Soil,Seedling Stage,92,40,39.5,0
2025-09-09 23:02:22.712648960,Wheat,Black Soil,Seedling Stage,93,41,36.8,0
2025-09-09 23:50:50.264276224,Wheat,Black Soil,Seedling Stage,94,42,34.1,0
2025-09-10 00:16:38.587800064,Wheat,Black Soil,Seedling Stage,95,43,31.4,0
2025-09-10 00:18:52.482939392,Wheat,Black Soil,Seedling Stage,96,44,28.7,0
2025-09-10 00:22:34.703916032,Wheat,Black Soil,Seedling Stage,97,45,26.0,0
2025-09-10 00:40:26.773808896,Wheat,Black Soil,Seedling Stage,98,46,23.3,0
2025-09-10 00:57:27.723857920,Wheat,Black Soil,Seedling Stage,99,25,80.0,0
2025-09-10 00:57:44.502828288,Wheat,Black Soil,Seedling Stage,100,26,77.0,0
2025-09-10 01:11:13.190491904,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,1,27,74.0,1
2025-09-10 01:19:02.955856896,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,2,28,71.0,1
2025-09-10 01:48:54.727087360,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,3,29,68.0,1
2025-09-10 02:01:42.629124864,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,4,30,65.0,1
2025-09-10 02:06:48.541239808,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,5,31,62.0,1
2025-09-10 02:28:24.196562688,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,6,32,59.0,1
2025-09-10 02:56:43.388985856,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,7,33,56.0,1
2025-09-10 03:02:03.652399104,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,8,34,53.0,1
2025-09-10 03:09:31.698406144,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,9,35,50.0,1
2025-09-10 03:22:53.251661824,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,10,36,47.0,1
2025-09-10 03:26:28.841993728,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,11,37,44.0,1
2025-09-10 03:55:29.728063488,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,12,38,41.0,1
2025-09-10 04:08:50.328787968,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,13,39,38.0,1
2025-09-10 04:09:34.381802496,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,14,40,35.0,1
2025-09-10 04:26:54.190863616,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,15,41,32.0,1
2025-09-10 04:42:55.286759424,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,16,42,29.0,1
2025-09-10 04:56:23.181439488,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,17,43,26.0,1
2025-09-10 06:00:25.352609280,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,18,44,23.0,1
2025-09-10 06:37:56.900223744,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,19,45,20.0,1
2025-09-10 06:41:21.228171776,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,20,46,17.0,1
2025-09-10 07:35:37.828058880,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,21,25,80.0,1
2025-09-10 07:36:39.979589632,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,22,26,77.5,1
2025-09-10 07:50:39.819647232,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,23,27,75.0,1
2025-09-10 07:51:02.077751552,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,24,28,72.5,1
2025-09-10 08:13:16.864525312,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,25,29,70.0,1
2025-09-10 08:21:13.778191104,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,26,30,67.5,1
2025-09-10 08:21:46.068401664,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,27,31,65.0,1
2025-09-10 08:27:02.339955200,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,28,32,62.5,1
2025-09-10 08:32:13.322539520,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,29,33,60.0,1
2025-09-10 08:48:29.263528960,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,30,34,57.5,1
2025-09-10 08:54:13.953345536,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,31,35,55.0,1
2025-09-10 09:19:08.655949056,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,32,36,52.5,1
2025-09-10 09:49:20.991938560,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,33,37,50.0,1
2025-09-10 10:11:17.549541376,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,34,38,47.5,1
2025-09-10 10:31:16.531357184,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,35,39,45.0,1
2025-09-10 10:50:26.100609536,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,36,40,42.5,1
2025-09-10 11:08:11.423373056,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,37,41,40.0,1
2025-09-10 11:23:07.309720832,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,38,42,37.5,1
2025-09-10 11:28:20.136053504,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,39,43,35.0,1
2025-09-10 11:28:47.802641664,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,40,44,32.5,1
2025-09-10 11:30:21.460509696,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,41,45,30.0,1
2025-09-10 11:48:36.081298432,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,42,46,27.5,1
2025-09-10 11:56:13.118926336,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,43,25,80.0,1
2025-09-10 12:03:03.236795648,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,44,26,77.3,1
2025-09-10 12:37:09.183173632,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,45,27,74.6,1
2025-09-10 13:35:46.203183360,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,46,28,71.9,1
2025-09-10 13:38:30.696549120,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,47,29,69.2,1
2025-09-10 13:39:54.734478336,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,48,30,66.5,1
2025-09-10 13:59:31.131454720,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,49,31,63.8,1
2025-09-10 14:04:14.183567872,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,50,32,61.1,2
2025-09-10 14:06:49.900475136,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,51,33,58.4,2
2025-09-10 14:39:11.333552640,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,52,34,55.7,2
2025-09-10 14:42:17.445438976,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,53,35,53.0,2
2025-09-10 15:02:12.985215744,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,54,36,50.3,2
2025-09-10 15:09:12.982208000,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,55,37,47.6,2
2025-09-10 15:31:13.621820160,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,56,38,44.9,2
2025-09-10 15:31:44.854466304,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,57,39,42.2,2
2025-09-10 15:32:01.521629952,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,58,40,39.5,2
2025-09-10 15:47:26.260508672,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,59,41,36.8,2
2025-09-10 16:29:51.217739264,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,60,42,34.1,2
2025-09-10 16:48:47.044580864,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,61,43,31.4,0
2025-09-10 16:51:02.866156288,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,62,44,28.7,0
2025-09-10 17:45:17.164258560,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,63,45,26.0,0
2025-09-10 18:18:16.229997568,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,64,46,23.3,0
2025-09-10 18:43:27.079982080,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,65,25,80.0,0
2025-09-10 18:46:24.960653312,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,66,26,77.0,0
2025-09-10 18:54:50.615110656,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,67,27,74.0,0
2025-09-10 19:01:07.149372672,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,68,28,71.0,0
2025-09-10 19:07:35.805957888,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,69,29,68.0,0
2025-09-10 19:21:08.110075392,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,70,30,65.0,0
2025-09-10 19:34:03.240806656,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,71,31,62.0,0
2025-09-10 19:42:56.583715072,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,72,32,59.0,0
2025-09-10 19:47:39.804061696,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,73,33,56.0,0
2025-09-10 19:52:23.394044160,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,74,34,53.0,0
2025-09-10 19:56:03.407673600,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,75,35,50.0,0
2025-09-10 20:04:22.273246976,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,76,36,47.0,0
2025-09-10 20:13:39.682746368,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,77,37,44.0,0
2025-09-10 20:25:23.416220928,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,78,38,41.0,0
2025-09-10 20:38:16.429255936,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,79,39,38.0,0
2025-09-10 20:42:21.304719104,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,80,40,35.0,0
2025-09-10 20:48:26.757154048,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,81,41,32.0,0
2025-09-10 20:53:08.897960192,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,82,42,29.0,0
2025-09-10 20:56:52.099828224,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,83,43,26.0,0
2025-09-10 21:19:53.432961280,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,84,44,23.0,0
2025-09-10 21:35:49.432257024,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,85,45,20.0,0
2025-09-10 21:51:05.640006656,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,86,46,17.0,0
2025-09-10 22:09:00.450659840,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,87,25,80.0,0
2025-09-10 22:09:07.254346240,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,88,26,77.0,0
2025-09-10 22:12:23.042744832,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,89,27,74.0,0
2025-09-10 22:13:31.434739200,Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,90,28,71.0,0
